460e896586ba14506018c26c63513316d781d57a,Added example with multiple chart types inside a ListView.,RENAME,RENAME	{Class ListViewChartActivity at MPChartExample/src/com/xxmassdeveloper/mpchartexample/ListViewChartActivity.java:26}	{Class ListViewBarChartActivity at MPChartExample/src/com/xxmassdeveloper/mpchartexample/ListViewBarChartActivity.java:26}),MPChartExample/src/com/xxmassdeveloper/mpchartexample/ListViewChartActivity.java:830:4592:830:4592 ClassDeclaration ListViewChartActivity,MPChartExample/src/com/xxmassdeveloper/mpchartexample/ListViewBarChartActivity.java:830:4599:830:4599 ClassDeclaration ListViewBarChartActivity
2e977640218edb08e2b29af068c2a6ec01a92840,changed incorrect naming of listener interface,MOVE_RENAME,MOVE_RENAME	{Class DrawLineChartTouchListener at MPChartLib/src/com/github/mikephil/charting/listener/DrawLineChartTouchListener.java:8}	{Class OnDrawLineChartTouchListener at MPChartLib/src/com/github/mikephil/charting/interfaces/OnDrawLineChartTouchListener.java:8}),MPChartLib/src/com/github/mikephil/charting/listener/DrawLineChartTouchListener.java:211:398:211:398 ClassDeclaration DrawLineChartTouchListener,MPChartLib/src/com/github/mikephil/charting/interfaces/OnDrawLineChartTouchListener.java:213:402:213:402 ClassDeclaration OnDrawLineChartTouchListener
808a5b21f676638b5d09cc324fd8c048b240a3fa,Refactoring. Changed name of Series class to Entry.,RENAME,RENAME	{Class Series at MPChartLib/src/com/github/mikephil/charting/Series.java:4}	{Class Entry at MPChartLib/src/com/github/mikephil/charting/Entry.java:4}),MPChartLib/src/com/github/mikephil/charting/Series.java:40:2079:40:2079 ClassDeclaration Series,MPChartLib/src/com/github/mikephil/charting/Entry.java:40:2160:40:2160 ClassDeclaration Entry
89da9a262ecee40806a23c66c5720c75f31cb3e5,Started implementing multiple DataSets for BarChart.,RENAME,RENAME	{Class Point at MPChartLib/src/com/github/mikephil/charting/Point.java:3}	{Class PointD at MPChartLib/src/com/github/mikephil/charting/PointD.java:4}),MPChartLib/src/com/github/mikephil/charting/Point.java:39:167:39:167 ClassDeclaration Point,MPChartLib/src/com/github/mikephil/charting/PointD.java:40:274:40:274 ClassDeclaration PointD
018510fa4054f0c57d004847f39a1fad12ad8b12,Rename OkHttpClientTestingRule to OkHttpClientTestRule,RENAME,RENAME	{Class OkHttpClientTestingRule at okhttp-testing-support/src/main/java/okhttp3/OkHttpClientTestingRule.java:24}	{Class OkHttpClientTestRule at okhttp-testing-support/src/main/java/okhttp3/OkHttpClientTestRule.java:24}),okhttp-testing-support/src/main/java/okhttp3/OkHttpClientTestingRule.java:779:1279:779:1279 ClassDeclaration OkHttpClientTestingRule,okhttp-testing-support/src/main/java/okhttp3/OkHttpClientTestRule.java:779:1276:779:1276 ClassDeclaration OkHttpClientTestRule
4aca390e594f2683977384e05deb87ab9b4c2c07,Delete long-deprecated OkUrlFactory.,RENAME,RENAME	{Class DisconnectTest at okhttp-tests/src/test/java/okhttp3/internal/http/DisconnectTest.java:40}	{Class CancelTest at okhttp-tests/src/test/java/okhttp3/internal/http/CancelTest.java:44}),okhttp-tests/src/test/java/okhttp3/internal/http/DisconnectTest.java:1299:4465:1299:4465 ClassDeclaration DisconnectTest,okhttp-tests/src/test/java/okhttp3/internal/http/CancelTest.java:1390:4564:1390:4564 ClassDeclaration CancelTest
88a958cc71cd54397bf4a74c9e5c47fd12d3b4d0,Rename HttpCodec to ExchangeCodec,RENAME,RENAME	{Class Http1Codec at okhttp/src/main/java/okhttp3/internal/http1/Http1Codec.java:46}	{Class Http1ExchangeCodec at okhttp/src/main/java/okhttp3/internal/http1/Http1ExchangeCodec.java:46}),okhttp/src/main/java/okhttp3/internal/http1/Http1Codec.java:1532:18475:1532:18475 ClassDeclaration Http1Codec,okhttp/src/main/java/okhttp3/internal/http1/Http1ExchangeCodec.java:1536:18538:1536:18538 ClassDeclaration Http1ExchangeCodec
88a958cc71cd54397bf4a74c9e5c47fd12d3b4d0,Rename HttpCodec to ExchangeCodec,RENAME,RENAME	{Class Http2Codec at okhttp/src/main/java/okhttp3/internal/http2/Http2Codec.java:51}	{Class Http2ExchangeCodec at okhttp/src/main/java/okhttp3/internal/http2/Http2ExchangeCodec.java:51}),okhttp/src/main/java/okhttp3/internal/http2/Http2Codec.java:1927:7551:1927:7551 ClassDeclaration Http2Codec,okhttp/src/main/java/okhttp3/internal/http2/Http2ExchangeCodec.java:1931:7575:1931:7575 ClassDeclaration Http2ExchangeCodec
59e68cd2bcba789e7faca70f8910afd2edeed2be,Introduce Exchange.,RENAME,RENAME	{Class StreamAllocation at okhttp/src/main/java/okhttp3/internal/connection/StreamAllocation.java:38}	{Class ExchangeFinder at okhttp/src/main/java/okhttp3/internal/connection/ExchangeFinder.java:33}),okhttp/src/main/java/okhttp3/internal/connection/StreamAllocation.java:1212:16252:1212:16252 ClassDeclaration StreamAllocation,okhttp/src/main/java/okhttp3/internal/connection/ExchangeFinder.java:1027:10574:1027:10574 ClassDeclaration ExchangeFinder
46ec605734bacc90552643f7bba1b8b6ae09ee0f,Prepare to fold StreamAllocation and Transmitter,MOVE_RENAME,MOVE_RENAME	{Class StreamAllocationReference at okhttp/src/main/java/okhttp3/internal/connection/StreamAllocation.java:534}	{Class TransmitterReference at okhttp/src/main/java/okhttp3/internal/Transmitter.java:273}),okhttp/src/main/java/okhttp3/internal/connection/StreamAllocation.java:19583:20041:19583:20041 ClassDeclaration StreamAllocationReference,okhttp/src/main/java/okhttp3/internal/Transmitter.java:8949:9394:8949:9394 ClassDeclaration TransmitterReference
